1,2.306,4.688387
11,2.223,17.116
21,2.149,21.243
31,2.112,22.530
41,2.083,23.723
51,2.054,24.387
61,2.036,25.282
71,2.014,26.254
81,1.990,27.064
91,1.975,27.816
101,1.960,28.373
111,1.947,28.906
121,1.932,29.500
131,1.918,30.016
141,1.908,30.325
151,1.897,30.712
161,1.887,31.046
171,1.878,31.323
181,1.870,31.591
191,1.859,32.113
201,1.850,32.443
211,1.843,32.812
221,1.833,33.078
231,1.827,33.421
241,1.819,33.678
251,1.812,33.973
261,1.805,34.291
271,1.800,34.562
281,1.792,34.898
291,1.789,35.097
301,1.783,35.322
311,1.778,35.478
321,1.773,35.677
331,1.768,35.874
341,1.765,36.029
351,1.761,36.151
361,1.758,36.279
371,1.754,36.487
381,1.751,36.639
391,1.746,36.844
392,1.545,43.750
402,1.541,44.318
412,1.567,42.560
422,1.586,42.137
432,1.578,42.626
442,1.571,42.984
452,1.570,43.366
462,1.573,43.189
472,1.570,43.123
482,1.566,43.407
492,1.561,43.611
502,1.557,43.764
512,1.555,43.821
522,1.557,43.690
532,1.559,43.584
542,1.554,43.755
552,1.555,43.740
562,1.555,43.832
572,1.553,43.970
582,1.551,44.089
592,1.550,44.193
602,1.547,44.287
612,1.546,44.376
622,1.545,44.393
632,1.545,44.376
642,1.543,44.419
652,1.541,44.510
662,1.540,44.485
672,1.538,44.565
682,1.537,44.641
692,1.536,44.697
702,1.533,44.828
712,1.530,44.938
722,1.528,45.025
732,1.526,45.127
742,1.525,45.150
752,1.523,45.185
762,1.521,45.197
772,1.520,45.206
782,1.521,45.180
783,1.549,36.719
793,1.490,44.247
803,1.476,44.345
813,1.479,45.514
823,1.473,46.170
833,1.478,45.910
843,1.475,46.209
853,1.476,46.556
863,1.469,46.836
873,1.469,46.763
883,1.473,46.805
893,1.467,46.889
903,1.469,46.907
913,1.467,46.988
923,1.466,47.113
933,1.465,47.129
943,1.462,47.220
953,1.459,47.405
963,1.458,47.419
973,1.457,47.423
983,1.457,47.427
993,1.455,47.508
1003,1.452,47.589
1013,1.449,47.724
1023,1.449,47.750
1033,1.445,47.855
