1043,1.444,47.887
1053,1.441,48.008
1063,1.442,47.976
1073,1.442,48.000
1083,1.442,48.014
1093,1.443,48.013
1103,1.441,48.124
1113,1.442,48.128
1123,1.440,48.183
1133,1.439,48.313
1143,1.438,48.318
1153,1.439,48.317
1163,1.439,48.276
1173,1.437,48.370
1174,1.441,43.750
1184,1.397,49.361
1194,1.398,49.219
1204,1.408,49.496
1214,1.412,49.581
1224,1.404,49.877
1234,1.401,50.077
1244,1.402,49.890
1254,1.403,49.826
1264,1.404,49.760
1274,1.409,49.567
1284,1.408,49.683
1294,1.405,49.567
1304,1.405,49.547
1314,1.404,49.546
1324,1.402,49.555
1334,1.401,49.670
1344,1.398,49.804
1354,1.397,49.780
1364,1.398,49.808
1374,1.395,49.899
1384,1.393,49.900
1394,1.393,49.873
1404,1.393,49.855
1414,1.391,49.919
1424,1.391,49.960
1434,1.390,50.018
1444,1.388,50.052
1454,1.387,50.067
1464,1.388,50.019
1474,1.389,49.992
1484,1.388,50.088
1494,1.386,50.129
1504,1.386,50.116
1514,1.384,50.179
1524,1.385,50.149
1534,1.387,50.171
1544,1.386,50.168
1554,1.385,50.203
1564,1.385,50.228
1565,1.338,48.438
1575,1.333,51.847
1585,1.341,51.823
1595,1.352,51.336
1605,1.359,50.934
1615,1.353,51.210
1625,1.346,51.434
1635,1.342,51.496
1645,1.338,51.698
1655,1.344,51.580
1665,1.345,51.508
1675,1.348,51.513
1685,1.351,51.440
1695,1.355,51.300
1705,1.355,51.424
1715,1.354,51.485
1725,1.356,51.422
1735,1.357,51.430
1745,1.356,51.316
1755,1.354,51.432
1765,1.355,51.364
1775,1.355,51.366
1785,1.354,51.400
1795,1.353,51.481
1805,1.354,51.481
1815,1.353,51.497
1825,1.353,51.545
1835,1.351,51.612
1845,1.349,51.738
1855,1.350,51.718
1865,1.350,51.692
1875,1.350,51.696
1885,1.352,51.611
1895,1.351,51.581
1905,1.352,51.572
1915,1.350,51.680
1925,1.350,51.679
1935,1.349,51.710
1945,1.349,51.731
1955,1.348,51.744
1956,1.231,54.688
1966,1.317,53.409
1976,1.313,53.237
1986,1.330,52.747
1996,1.333,52.325
2006,1.337,52.099
2016,1.336,51.883
2026,1.330,52.212
2036,1.325,52.604
2046,1.320,52.825
2056,1.320,52.707
2066,1.320,52.773
2076,1.318,52.770
2086,1.320,52.702
2096,1.322,52.610
2106,1.321,52.742
2116,1.325,52.552
2126,1.324,52.572
2136,1.326,52.525
2146,1.328,52.381
2156,1.328,52.410
2166,1.327,52.455
2176,1.326,52.521
2186,1.325,52.499
2196,1.325,52.512
2206,1.324,52.549
2216,1.322,52.643
2226,1.321,52.704
2236,1.321,52.638
2246,1.320,52.679
2256,1.320,52.694
2266,1.320,52.683
2276,1.321,52.667
2286,1.321,52.679
2296,1.321,52.697
2306,1.319,52.722
2316,1.318,52.757
2326,1.318,52.721
2336,1.317,52.752
2346,1.316,52.760
2347,1.256,56.250
2357,1.338,52.699
2367,1.324,54.092
2377,1.310,53.805
2387,1.297,54.630
2397,1.295,54.274
2407,1.294,54.188
2417,1.292,54.258
2427,1.294,54.012
2437,1.286,54.267
2447,1.286,54.247
2457,1.289,54.131
2467,1.290,54.081
2477,1.293,53.948
2487,1.294,53.829
2497,1.293,53.927
2507,1.293,53.858
2517,1.292,53.792
2527,1.292,53.768
2537,1.291,53.820
2547,1.294,53.739
2557,1.295,53.773
2567,1.297,53.758
2577,1.297,53.825
2587,1.296,53.877
2597,1.294,53.850
2607,1.295,53.819
2617,1.294,53.854
2627,1.293,53.945
2637,1.291,54.006
2647,1.290,54.026
2657,1.292,54.002
2667,1.292,53.918
2677,1.293,53.845
2687,1.292,53.847
2697,1.290,53.895
2707,1.291,53.887
2717,1.291,53.889
2727,1.291,53.857
2737,1.291,53.850
2738,1.252,53.906
2748,1.270,54.332
2758,1.251,54.650
2768,1.258,54.814
2778,1.268,54.249
2788,1.271,54.167
2798,1.274,54.162
2808,1.280,54.137
2818,1.277,54.234
2828,1.279,54.293
2838,1.280,54.107
2848,1.282,54.075
2858,1.285,53.990
2868,1.288,53.966
2878,1.289,53.884
2888,1.284,54.087
2898,1.285,54.110
2908,1.285,54.139
2918,1.285,54.118
2928,1.283,54.217
2938,1.281,54.287
2948,1.281,54.358
2958,1.280,54.320
2968,1.279,54.282
2978,1.279,54.260
2988,1.278,54.370
2998,1.277,54.394
3008,1.278,54.376
3018,1.277,54.485
3028,1.278,54.483
3038,1.279,54.459
3048,1.279,54.444
3058,1.277,54.464
3068,1.277,54.480
3078,1.277,54.523
3088,1.277,54.525
3098,1.277,54.499
3108,1.276,54.492
3118,1.275,54.503
3128,1.275,54.544
3129,1.105,60.156
3139,1.219,57.315
3149,1.232,56.064
3159,1.236,55.696
3169,1.239,55.621
3179,1.249,55.499
3189,1.248,55.558
3199,1.247,55.557
3209,1.246,55.334
3219,1.250,55.100
3229,1.254,54.989
3239,1.258,54.828
3249,1.261,54.713
3259,1.260,54.777
3269,1.259,54.876
3279,1.260,54.744
3289,1.264,54.629
3299,1.263,54.710
3309,1.261,54.748
3319,1.259,54.843
3329,1.257,54.928
3339,1.256,54.980
3349,1.259,54.935
3359,1.258,54.992
3369,1.258,54.999
3379,1.259,54.986
3389,1.261,54.939
3399,1.259,54.979
3409,1.259,54.963
3419,1.258,55.045
3429,1.258,55.059
3439,1.256,55.099
3449,1.255,55.099
3459,1.256,55.079
3469,1.256,55.043
3479,1.256,55.108
3489,1.255,55.142
3499,1.254,55.180
3509,1.254,55.178
3519,1.254,55.164
3520,1.131,58.594
3530,1.236,55.256
3540,1.239,55.543
3550,1.233,55.418
3560,1.219,56.059
3570,1.227,56.020
3580,1.233,55.751
3590,1.235,55.568
3600,1.237,55.478
3610,1.240,55.374
3620,1.243,55.190
3630,1.243,55.103
3640,1.247,54.817
3650,1.248,54.741
3660,1.247,54.776
3670,1.247,54.905
3680,1.244,54.964
3690,1.244,54.966
3700,1.241,55.059
3710,1.245,54.904
3720,1.243,55.033
3730,1.243,55.084
3740,1.243,55.108
3750,1.241,55.147
3760,1.239,55.209
3770,1.241,55.123
3780,1.241,55.095
3790,1.240,55.129
3800,1.242,55.143
3810,1.240,55.190
3820,1.240,55.227
3830,1.239,55.268
3840,1.237,55.303
3850,1.235,55.389
3860,1.235,55.386
3870,1.236,55.395
3880,1.236,55.384
3890,1.235,55.462
3900,1.235,55.458
3910,1.236,55.430
